Date,Operator,A/C Type,Location,Crew on board,Crew fatalities,PAX on board,PAX fatalities,Total on board,Total fatalities,Flight Type,Flight Phase,Continent,Year,Probable Causes
9-Apr-46,Air Force,Consolidated B-24 Liberator,"Celebes Sea, All World",8,1,2,1,10,2,Military,Flight,Asia,1946,Technical Factors
4-Jul-46,Bristol,Bristol 170 Freighter,"Atlantic Ocean, All World",5,0,0,0,5,0,Delivery,Flight,South America,1946,Technical Factors
6-Oct-46,Royal Air Force,Avro 685 York,"Malacca Strait, All World",6,6,15,15,21,21,Military,Flight,Asia,1946,Poor Weather
22-Oct-46,Royal Air Force,Avro 652 Anson,"North Sea, All World",4,4,0,0,4,4,Training,Flight,Europe,1946,Disappeared Without Trace
2-Nov-46,United States AAF,Douglas C-47 Skytrain (DC-3),"Caribbean Sea, All World",8,8,0,0,8,8,Military,Flight,North America,1946,Disappeared Without Trace
22-Feb-47,United States NAVY,Martin PBM Mariner,"Pacific Ocean, All World",12,9,1,1,13,10,Survey / Patrol / Reconnaissance,Flight,North America,1947,Unknown Reasons
20-Mar-47,Royal Air Force,Avro 683 Lancaster,"Atlantic Ocean, All World",9,7,0,0,9,7,Training,Flight,Europe,1947,Human Errors
18-Apr-47,Royal Air Force,Handley Page H.P.63 Halifax VI,"Atlantic Ocean, All World",9,9,0,0,9,9,Survey / Patrol / Reconnaissance,Flight,Europe,1947,Unknown Reasons
1-Jul-47,Transportes Aéreos Nacionales - TAN Costa Rica,Douglas C-47 Skytrain (DC-3),"Pacific Ocean, All World",2,2,0,0,2,2,Cargo,Flight,South America,1947,Unknown Reasons
3-Jul-47,United States AAF,Douglas C-54 Skymaster,"Sargasso Sea, All World",6,6,0,0,6,6,Military,Flight,North America,1947,Poor Weather
6-Aug-47,United States NAVY,Consolidated PBY-5A Catalina,"Pacific Ocean, All World",5,5,15,15,20,20,Military,Flight,North America,1947,Unknown Reasons
16-Aug-47,United States AAF,Boeing B-17 Flying Fortress,"Pacific Ocean, All World",4,0,9,3,13,3,Military,Flight,North America,1947,Technical Factors
14-Oct-47,American International Airlines,Boeing 314 Clipper,"Atlantic Ocean, All World",7,0,62,0,69,0,Charter / Taxi,Flight,North America,1947,Human Errors
25-Jan-48,Société Indochinoise de Transports Aériens - SITA,Bristol 170 Freighter ,"Mediterranean Sea, All World",3,3,2,2,5,5,Delivery,Flight,Europe,1948,Unknown Reasons
30-Jan-48,B-S-A-A,Avro 689 Tudor,"Atlantic Ocean, All World",6,6,25,25,31,31,Scheduled Revenue Flight,Flight,Unknown,1948,Disappeared Without Trace
27-Feb-48,Pullman Airways,Airspeed AS.65 Consul,"Mediterranean Sea, All World",1,1,1,1,2,2,Charter / Taxi,Flight,Africa,1948,Poor Weather
2-Mar-48,Société de Transports Aériens - STA,AAC.1 Toucan,"Mediterranean Sea, All World",3,3,1,1,4,4,Cargo,Flight,Europe,1948,Unknown Reasons
5-Apr-48,Royal Air Force,Vickers 619 Wellington X,"North Sea, All World",3,3,0,0,3,3,Training,Flight,Europe,1948,Unknown Reasons
5-May-48,THE SUPERIOR OIL COMPANY,Douglas C-47 Skytrain (DC-3),"Atlantic Ocean, All World",2,2,0,0,2,2,Private,Flight,Unknown,1948,Unknown Reasons
20-Jul-48,ARMEE DEL'AIR,Douglas C-47 Skytrain (DC-3),"Mediterranean Sea, All World",2,0,18,0,20,0,Military,Flight,Europe,1948,Human Errors
1-Aug-48,AIR FRANCE,Latécoère 631,"Atlantic Ocean, All World",11,11,41,41,52,52,Scheduled Revenue Flight,Flight,Africa,1948,Technical Factors
20-Aug-48,AVENSA,Douglas C-47 Skytrain (DC-3),"Caribbean Sea, All World",3,3,0,0,3,3,Cargo,Flight,South America,1948,Unknown Reasons
5-Dec-48,United States Air Force,Douglas C-54 Skymaster,"Pacific Ocean, All World",7,0,30,4,37,4,Military,Flight,North America,1948,Technical Factors
28-Dec-48,Airborne Transport,Douglas DC-3,"Gulf of Mexico, All World",3,3,29,29,32,32,Charter / Taxi,Flight,North America,1948,Disappeared Without Trace
17-Jan-49,B-S-A-A,Avro 689 Tudor,"Sargasso Sea, All World",7,7,13,13,20,20,Scheduled Revenue Flight,Flight,North America,1949,Disappeared Without Trace
26-Jan-49,United States Air Force,Boeing B-29 Superfortress,"Atlantic Ocean, All World",15,15,0,0,15,15,Military,Flight,Europe,1949,Unknown Reasons
27-Mar-49,United States NAVY,Consolidated PBY-5A Catalina,"Pacific Ocean, All World",11,0,0,0,11,0,Military,Flight,Unknown,1949,Technical Factors
27-Apr-49,United States Air Force,Douglas C-47 Skytrain (DC-3),"Atlantic Ocean, All World",4,0,0,0,4,0,Military,Flight,North America,1949,Technical Factors
9-Jul-49,Royal Air Force,Handley Page H.P.70 Halifax VIII,"Atlantic Ocean, All World",4,4,3,3,7,7,Meteorological / Weather,Flight,Europe,1949,Disappeared Without Trace
16-Nov-49,United States Air Force,Boeing B-29 Superfortress,"Atlantic Ocean, All World",20,2,0,0,20,2,Military,Flight,North America,1949,Technical Factors
9-Dec-49,FUERZA AEREA MEXICAA,Douglas C-47 Skytrain (DC-3),"Pacific Ocean, All World",8,8,0,0,8,8,Cargo,Flight,North America,1949,Unknown Reasons
2-Feb-50,KLM,Douglas C-47 Skytrain (DC-3),"North Sea, All World",7,7,0,0,7,7,Cargo,Flight,Europe,1950,Technical Factors
24-May-50,United States NAVY,Lockheed P-2 Neptune,"Pacific Ocean, All World",0,0,0,0,0,0,Training,Flight,North America,1950,Conflict Factors
5-Jun-50,Westair Transport,Curtiss C-46 Commando,"Sargasso Sea, All World",3,0,62,28,65,28,Charter / Taxi,Flight,North America,1950,Technical Factors
7-Jun-50,United States Air Force,Boeing B-29 Superfortress,"North Sea, All World",13,11,0,0,13,11,Survey / Patrol / Reconnaissance,Flight,Europe,1950,Unknown Reasons
16-Jun-50,United States Air Force,Boeing B-29 Superfortress,"East China Sea, All World",0,0,0,0,0,0,Survey / Patrol / Reconnaissance,Flight,Asia,1950,Conflict Factors
23-Jun-50,United States Air Force,Boeing B-29 Superfortress,"Pacific Ocean, All World",11,3,0,0,11,3,Military,Flight,Australia & Oceania,1950,Unknown Reasons
28-Jun-50,United States Air Force,Douglas A-26 Invader,"Yellow Sea, All World",3,2,0,0,3,2,Bombing,Flight,Asia,1950,Technical Factors
12-Jul-50,United States Air Force,Boeing B-29 Superfortress,"Yellow Sea, All World",13,0,0,0,13,0,Military,Flight,Asia,1950,Conflict Factors
15-Oct-50,United States Air Force,Douglas C-47 Skytrain (DC-3),"Japan Sea, All World",4,4,0,0,4,4,Military,Flight,Asia,1950,Technical Factors
5-Nov-50,United States NAVY,Martin PBM Mariner,"South China Sea, All World",12,12,0,0,12,12,Survey / Patrol / Reconnaissance,Flight,Asia,1950,Unknown Reasons
10-Mar-51,Royal Air Force,Avro 652 Anson,"Atlantic Ocean, All World",3,0,3,1,6,1,Military,Flight,Europe,1951,Poor Weather
23-Mar-51,United States Air Force,Douglas C-124 Globemaster II,"Atlantic Ocean, All World",13,13,40,40,53,53,Military,Flight,Europe,1951,Human Errors
29-Mar-51,United States Air Force,Boeing B-29 Superfortress,"East China Sea, All World",12,12,0,0,12,12,Military,Flight,Asia,1951,Conflict Factors
21-Jul-51,CP Air,Douglas C-54 Skymaster,"Pacific Ocean, All World",6,6,31,31,37,37,Scheduled Revenue Flight,Flight,North America,1951,Poor Weather
19-Sep-51,United States Air Force,Boeing B-29 Superfortress,"Japan Sea, All World",14,14,0,0,14,14,Military,Flight,Asia,1951,Technical Factors
15-Oct-51,United States Air Force,Boeing C-97 Stratofreighter,"Atlantic Ocean, All World",3,3,9,9,12,12,Military,Flight,Unknown,1951,Disappeared Without Trace
22-Oct-51,United States Air Force,Boeing B-29 Superfortress,"Yellow Sea, All World",12,0,0,0,12,0,Bombing,Flight,Asia,1951,Conflict Factors
23-Oct-51,United States Air Force,Boeing B-29 Superfortress ,"Yellow Sea, All World",13,9,0,0,13,9,Bombing,Flight,Asia,1951,Conflict Factors
6-Nov-51,United States NAVY,Lockheed P-2 Neptune,"Japan Sea, All World",10,10,0,0,10,10,Survey / Patrol / Reconnaissance,Flight,Asia,1951,Conflict Factors
26-Dec-51,United States NAVY,Lockheed P-2 Neptune,"Japan Sea, All World",7,2,0,0,7,2,Survey / Patrol / Reconnaissance,Flight,Asia,1951,Technical Factors
21-Jan-52,United States Air Force,Curtiss C-46 Commando,"Japan Sea, All World",0,0,0,0,0,0,Supply,Flight,Asia,1952,Technical Factors
23-Jan-52,Royal Air Force,Avro 683 Lancaster,"Mediterranean Sea, All World",6,1,1,1,7,2,Training,Flight,Europe,1952,Technical Factors
31-Jan-52,United States Air Force,Boeing B-29 Superfortress,"East China Sea, All World",13,13,0,0,13,13,Bombing,Flight,Asia,1952,Disappeared Without Trace
9-May-52,Garuda Indonesia,Douglas DC-3,"Malacca Strait, All World",3,3,14,14,17,17,Scheduled Revenue Flight,Flight,Asia,1952,Poor Weather
16-Jun-52,Swedish Air Force,Consolidated PBY-5A Catalina,"Baltic Sea, All World",5,0,0,0,5,0,Survey / Patrol / Reconnaissance,Flight,Europe,1952,Conflict Factors
27-Jul-52,Tropic Airways,Douglas C-47 Skytrain (DC-3),"Mediterranean Sea, All World",4,0,28,0,32,0,Charter / Taxi,Flight,Africa,1952,Technical Factors
3-Nov-52,United States Air Force,Douglas C-47 Skytrain (DC-3),"Fletcher's Ice Island, All World ",0,0,0,0,0,0,Military,Landing,Antartica,1952,Unknown Reasons
20-Nov-52,United States NAVY,Lockheed P-2 Neptune,"Atlantic Ocean, All World",8,8,0,0,8,8,Training,Flight,North America,1952,Unknown Reasons
21-Dec-52,RANSA,Curtiss C-46 Commando,"Caribbean Sea, All World",3,3,0,0,3,3,Cargo,Flight,North America,1952,Unknown Reasons
26-Dec-52,United States NAVY,Martin PBM Mariner,"Japan Sea, All World",14,10,0,0,14,10,Survey / Patrol / Reconnaissance,Flight,Asia,1952,Technical Factors
2-Feb-53,Skyways of London,Avro 658 York,"Atlantic Ocean, All World",6,6,33,33,39,39,Charter / Taxi,Flight,North America,1953,Human Errors
27-Feb-53,United States NAVY,Lockheed P-2 Neptune,"Atlantic Ocean, All World",10,0,0,0,10,0,Military,Flight,Unknown,1953,Technical Factors
22-Mar-53,United States NAVY,Martin PBM Mariner,"Atlantic Ocean, All World",4,4,7,7,11,11,Military,Flight,North America,1953,Unknown Reasons
12-Jul-53,TRANSOCEAN,Douglas DC-6,"Pacific Ocean, All World",9,9,49,49,58,58,Charter / Taxi,Flight,Unknown,1953,Disappeared Without Trace
22-Jul-53,Royal Air Force,Handley Page H.P.67 Hastings ,"Mediterranean Sea, All World",6,0,0,0,6,0,Military,Flight,Europe,1953,Technical Factors
30-Jul-53,United States NAVY,Martin PBM Mariner,"South China Sea, All World",15,10,0,0,15,10,Survey / Patrol / Reconnaissance,Flight,Asia,1953,Technical Factors
5-Aug-53,United States NAVY,Convair B-36 Peacemaker,"Atlantic Ocean, All World",23,19,0,0,23,19,Military,Flight,Europe,1953,Technical Factors
27-Oct-53,United States NAVY,Lockheed P-2 Neptune,"Pacific Ocean, All World",9,1,0,0,9,1,Survey / Patrol / Reconnaissance,Flight,Asia,1953,Technical Factors
15-Nov-53,United States Air Force,Grumman HU-16 (SA-16) Albatross,"Atlantic Ocean, All World",5,5,0,0,5,5,Military,Flight,Unknown,1953,Unknown Reasons
31-Dec-53,United States NAVY,Consolidated PBY-5A Catalina,"Pacific Ocean, All World",0,0,0,0,0,0,Survey / Patrol / Reconnaissance,Flight,North America,1953,Unknown Reasons
8-May-54,Polyarnaya Aviatsiya,Antonov AN-2,"Arctic, All World",5,0,0,0,5,0,Supply,Landing,Antartica,1954,Human Errors
21-May-54,United States NAVY,Martin P5M-2 Marlin,"Pacific Ocean, All World",10,4,0,0,10,4,Military,Flight,North America,1954,Technical Factors
19-Jul-54,AERONAUTICA MILITARE,Lockheed P-2 Harpoon,"Ionian Sea, All World",7,7,0,0,7,7,Training,Flight,Europe,1954,Technical Factors
4-Sep-54,United States NAVY,Lockheed P-2 Neptune,"Japan Sea, All World",10,1,0,0,10,1,Survey / Patrol / Reconnaissance,Flight,Asia,1954,Conflict Factors
31-Oct-54,United States NAVY,Lockheed L-1049 Super Constellation,"Atlantic Ocean, All World",21,21,21,21,42,42,Military,Flight,North America,1954,Technical Factors
17-Dec-54,Royal Air Force,Avro 683 Lancaster,"Celtic Sea, All World",7,7,0,0,7,7,Training,Flight,Europe,1954,Unknown Reasons
11-Jan-55,Royal Air Force,Avro 696 Shackleton,"Celtic Sea, All World",9,9,0,0,9,9,Training,Flight,Europe,1955,Poor Weather
11-Jan-55,Royal Air Force,Avro 696 Shackleton,"Celtic Sea, All World",9,9,0,0,9,9,Training,Flight,Europe,1955,Poor Weather
26-Jan-55,United States Air Force,Douglas C-54 Skymaster,"Atlantic Ocean, All World",8,0,0,0,8,0,Military,Flight,Unknown,1955,Technical Factors
26-Mar-55,PAN AM,Boeing 377 Stratocruiser,"Pacific Ocean, All World",8,2,15,2,23,4,Scheduled Revenue Flight,Flight,North America,1955,Technical Factors
4-May-55,United States Air Force,Boeing KC-97 Stratotanker ,"Atlantic Ocean, All World",9,9,0,0,9,9,Military,Flight,Europe,1955,Technical Factors
26-May-55,Polyarnaya Aviatsiya,Lisunov LI-2,"Arctic, All World",6,0,4,0,10,0,Meteorological / Weather,Landing,Antartica,1955,Human Errors
29-Jul-55,United States Air Force,Douglas C-47 Skytrain (DC-3),"Mediterranean Sea, All World",2,0,16,0,18,0,Military,Flight,Africa,1955,Technical Factors
23-Sep-55,FLYING TIGER LINE,Douglas C-54 Skymaster,"Pacific Ocean, All World",5,3,0,0,5,3,Cargo,Flight,Unknown,1955,Technical Factors
26-Sep-55,United States NAVY,Lockheed P-2 Neptune,"Caribbean Sea, All World",9,9,2,2,11,11,Meteorological / Weather,Flight,North America,1955,Technical Factors
13-Oct-55,Royal Air Force,Lockheed P-2 Neptune,"Atlantic Ocean, All World",9,9,0,0,9,9,Survey / Patrol / Reconnaissance,Flight,Europe,1955,Technical Factors
9-Nov-55,United States Air Force,Fairchild C-119 Flying Boxcar,"Pacific Ocean, All World",5,1,0,0,5,1,Military,Flight,North America,1955,Technical Factors
2-Mar-56,United States Air Force,Douglas C-124 Globemaster II,"Atlantic Ocean, All World",17,17,0,0,17,17,Military,Flight,Europe,1956,Technical Factors
10-Sep-56,United States Air Force,Boeing B-50 Superfortress,"Japan Sea, All World",16,16,0,0,16,16,Meteorological / Weather,Flight,Asia,1956,Disappeared Without Trace
17-Sep-56,United States NAVY,Lockheed L-1049 Super Constellation,"Pacific Ocean, All World",18,0,0,0,18,0,Meteorological / Weather,Flight,Australia & Oceania,1956,Technical Factors
10-Oct-56,United States Air Force,Douglas DC-6,"Atlantic Ocean, All World",10,10,49,49,59,59,Military,Flight,Europe,1956,Technical Factors
16-Oct-56,PAN AM,Boeing 377 Stratocruiser,"Pacific Ocean, All World",7,0,24,0,31,0,Scheduled Revenue Flight,Flight,North America,1956,Technical Factors
29-Oct-56,Egyptian Air Force,Ilyushin II-14,"Mediterranean Sea, All World",4,4,12,12,16,16,Military,Flight,Africa,1956,Conflict Factors
9-Nov-56,United States NAVY,Martin P5M-2 Marlin,"Atlantic Ocean, All World",10,10,0,0,10,10,Survey / Patrol / Reconnaissance,Flight,North America,1956,Poor Weather
22-Mar-57,United States Air Force,Boeing C-97 Stratofreighter,"Pacific Ocean, All World",10,10,57,57,67,67,Military,Flight,Asia,1957,Disappeared Without Trace
9-May-57,United States Air Force,Boeing KC-97 Stratotanker,"Atlantic Ocean, All World",7,0,0,0,7,0,Military,Flight,Europe,1957,Technical Factors
8-Nov-57,PAN AM,Boeing 377 Sstratocruiser,"Pacific Ocean, All World",8,8,36,36,44,44,Scheduled Revenue Flight,Flight,North America,1957,Disappeared Without Trace
19-Jan-58,United States Air Force,Boeing C-97 Stratofreighter,"Pacific Ocean, All World",7,7,0,0,7,7,Military,Flight,North America,1958,Unknown Reasons
20-Feb-58,United States NAVY,Lockheed L-1049 Super Constellation,"Atlantic Ocean, All World",5,5,17,17,22,22,Military,Flight,Europe,1958,Disappeared Without Trace
4-Jul-58,United States Air Force,Douglas C-124 Globemaster II,"Pacific Ocean, All World",7,4,2,2,9,6,Military,Flight,North America,1958,Technical Factors
14-Aug-58,KLM,Lockheed L-1049 Super Constellation,"Atlantic Ocean, All World",8,8,91,91,99,99,Scheduled Revenue Flight,Flight,Europe,1958,Disappeared Without Trace
2-Sep-58,United States Air Force,Douglas C-124 Globemaster II,"Philippines Sea, All World",7,7,12,12,19,19,Military,Flight,Asia,1958,Technical Factors
29-Sep-58,MEA,Avro 685 York,"Mediterranean Sea, All World",5,5,0,0,5,5,Cargo,Flight,Unknown,1958,Technical Factors
9-Nov-58,Aero Topografica,Martin PBM Mariner,"Atlantic Ocean, All World",6,6,30,30,36,36,Scheduled Revenue Flight,Flight,Europe,1958,Technical Factors
9-Dec-58,Royal Air Force,Avro 696 Shackleton,"South China Sea, All World",10,10,1,1,11,11,Survey / Patrol / Reconnaissance,Flight,Asia,1958,Human Errors
7-Jun-59,United States Air Force,Douglas C-47 Skytrain (DC-3),"Mediterranean Sea, All World",7,1,0,0,7,1,Military,Flight,Africa,1959,Technical Factors
8-Dec-59,SCM,Curtiss C-46 Commando,"Caribbean Sea, All World",3,3,42,42,45,45,Charter / Taxi,Flight,South America,1959,Disappeared Without Trace
30-Mar-60,United States Air Force,Boeing KC-97 Stratotanker,"Atlantic Ocean, All World",14,2,0,0,14,2,Military,Flight,North America,1960,Poor Weather
25-May-60,spaniak,Airspeed AS.65 Consul,"Atlantic Ocean, All World",1,0,3,0,4,0,Scheduled Revenue Flight,Flight,Europe,1960,Technical Factors
14-Jul-60,NORTHWEST AIRLINES,Douglas DC-7,"Philippines Sea, All World",7,0,51,1,58,1,Scheduled Revenue Flight,Flight,Asia,1960,Technical Factors
22-Sep-60,United States NAVY,Douglas C-54 Skymaster,"Pacific Ocean, All World",6,6,23,23,29,29,Military,Flight,Asia,1960,Technical Factors
31-Dec-60,Private Prive,De Havilland DH.89 Dragon Rapide,"Atlantic Ocean, All World",0,0,0,0,0,0,Private,Flight,Unknown,1960,Unknown Reasons
10-Jun-61,United States Air Force,Douglas C-133 Cargomaster,"Pacific Ocean, All World",8,8,0,0,8,8,Military,Flight,Asia,1961,Technical Factors
15-Oct-61,United States Air Force,Boeing B-52 Stratofortress,"Atlantic Ocean, All World",8,8,0,0,8,8,Military,Flight,North America,1961,Unknown Reasons
9-Nov-61,United States NAVY,Lockheed P-2 Neptune,"Atlantic Ocean, All World",11,11,0,0,11,11,Survey / Patrol / Reconnaissance,Flight,North America,1961,Technical Factors
11-Nov-61,Air Haïti International,Lockheed L-749 Constellation,"Caribbean Sea, All World",3,3,0,0,3,3,Cargo,Flight,North America,1961,Disappeared Without Trace
8-Jan-62,United States Air Force,Boeing B-50 Superfortress,"Atlantic Ocean, All World",9,9,0,0,9,9,Military,Flight,Unknown,1962,Disappeared Without Trace
8-Jan-62,"Taiwan, ROC Air Force",Lockheed P-2 Neptune,"Yellow Sea, All World",14,14,0,0,14,14,Survey / Patrol / Reconnaissance,Flight,Asia,1962,Unknown Reasons
16-Mar-62,FLYING TIGER LINE,Lockheed L-1049 Super Constellation,"Philippines Sea, All World",11,11,96,96,107,107,Charter / Taxi,Flight,Asia,1962,Technical Factors
27-May-62,United States Air Force,Douglas C-133 Cargomaster,"Atlantic Ocean, All World",10,10,0,0,10,10,Military,Flight,North America,1962,Disappeared Without Trace
23-Sep-62,FLYING TIGER LINE,Lockheed L-1049 Super Constellation,"Atlantic Ocean, All World",8,5,68,23,76,28,Charter / Taxi,Flight,Europe,1962,Technical Factors
26-Dec-62,United States NAVY,Martin P5M-2 Marlin,"Pacific Ocean, All World",13,13,0,0,13,13,Survey / Patrol / Reconnaissance,Flight,North America,1962,Unknown Reasons
30-Jan-63,United States NAVY,Lockheed P-3 Orion,"Atlantic Ocean, All World",4,4,10,10,14,14,Training,Flight,North America,1963,Human Errors
3-Jun-63,NORTHWEST AIRLINES,Douglas DC-7,"Pacific Ocean, All World",6,6,95,95,101,101,Charter / Taxi,Flight,North America,1963,Unknown Reasons
28-Aug-63,United States Air Force,Boeing KC-135 Stratotanker,"Atlantic Ocean, All World",6,6,0,0,6,6,Refuelling,Flight,North America,1963,Technical Factors
28-Aug-63,United States Air Force,Boeing KC-135 Stratotanker,"Atlantic Ocean, All World",5,5,0,0,5,5,Refuelling,Flight,North America,1963,Technical Factors
22-Sep-63,United States Air Force,DDouglas C-133 Cargomaster,"Atlantic Ocean, All World",10,10,0,0,10,10,Military,Flight,North America,1963,Technical Factors
9-Dec-63,Hank Wharton,Curtiss C-46 Commando,"Atlantic Ocean, All World",3,3,0,0,3,3,Ferry,Flight,Europe,1963,Unknown Reasons
2-Jan-64,United States Air Force,Douglas C-124 Globemaster II,"Pacific Ocean, All World",8,8,1,1,9,9,Military,Flight,North America,1964,Unknown Reasons
28-Mar-64,Facilities Management Corporation ,Douglas C-54 Skymaster,"Pacific Ocean, All World",3,3,6,6,9,9,Executive / Corporate,Flight,North America,1964,Technical Factors
3-Sep-64,TNI AU INDONESIAN Air Force,Lockheed C-130 Hercules,"Malacca Strait, All World",5,5,0,0,5,5,Military,Flight,Asia,1964,Unknown Reasons
8-Sep-64,United States NAVY,Lockheed P-2 Neptune,"South China Sea, All World",13,5,0,0,13,5,Survey / Patrol / Reconnaissance,Flight,Asia,1964,Unknown Reasons
26-Feb-65,United States Air Force,Boeing KC-135 Stratotanker ,"Atlantic Ocean, All World",4,4,0,0,4,4,Refuelling,Flight,North America,1965,Crashing The Other Objects
23-Mar-65,ROYAL CANADIAN Air Force,Canadair CL-28 Argus,"Atlantic Ocean, All World",14,14,2,2,16,16,Training,Flight,North America,1965,Technical Factors
18-Jun-65,United States Air Force,Boeing B-52 Stratofortress,"South China Sea, All World",6,5,0,0,6,5,Military,Flight,Asia,1965,Crashing The Other Objects
18-Jun-65,United States Air Force,Boeing B-52 Stratofortress,"South China Sea, All World",6,3,0,0,6,3,Military,Flight,Asia,1965,Crashing The Other Objects
18-Jun-65,United States Air Force,Grumman HU-16 (SA-16) Albatross,"South China Sea, All World",5,0,0,0,5,0,Survey / Patrol / Reconnaissance,Flight,Asia,1965,Unknown Reasons
3-Jul-65,United States Air Force,Grumman HU-16 (SA-16) Albatross,"South China Sea, All World",0,0,0,0,0,0,Survey / Patrol / Reconnaissance,Flight,Asia,1965,Unknown Reasons
11-Jul-65,United States Air Force,Lockheed C-121 Super Constellation,"Atlantic Ocean, All World",4,3,15,13,19,16,Survey / Patrol / Reconnaissance,Flight,North America,1965,Technical Factors
12-Sep-65,United States NAVY,Grumman C-1A Trader,"South China Sea, All World",10,1,0,0,10,1,Survey / Patrol / Reconnaissance,Takeoff,Asia,1965,Human Errors
9-Jan-66,"Taiwan, ROC Air Force",Grumman HU-16 (SA-16) Albatross,"East China Sea, All World",0,0,0,0,0,0,Survey / Patrol / Reconnaissance,Flight,Asia,1966,Conflict Factors
9-Apr-66,United States NAVY,Lockheed P-3 Orion,"Pacific Ocean, All World",4,4,7,7,11,11,Training,Flight,North America,1966,Technical Factors
25-Jul-66,Thai Government,Douglas DC-3,"Pacific Ocean, All World",3,3,0,0,3,3,Delivery,Flight,North America,1966,Technical Factors
18-Oct-66,United States Air Force,Grumman HU-16 (SA-16) Albatross,"South China Sea, All World",7,7,0,0,7,7,Survey / Patrol / Reconnaissance,Flight,Asia,1966,Poor Weather
10-Nov-66,United States NAVY,Grumman S-2 Tracker,"South China Sea, All World",4,4,0,0,4,4,Survey / Patrol / Reconnaissance,Flight,Asia,1966,Disappeared Without Trace
